tiempo1,tiempo2,tiempo3,tiempo4,tiempo5,tiempo6,Tipo,Municipio,tiempototal,an,mayor
2,9,135,8,21,6,7,3,181,2009,1
15,31,74,3,12,7,2,11,142,2012,0
11,47,137,10,8,1,7,23,214,2021,1
5,43,61,5,26,9,1,11,149,2003,0
12,4,135,6,35,6,7,20,198,2016,1
3,2,71,4,17,1,7,19,98,2002,0
12,14,129,8,15,9,1,4,187,2013,1
4,31,88,6,33,7,2,14,169,2004,0
10,49,35,7,17,1,4,27,119,2020,0
13,45,84,2,24,2,2,24,170,2021,1
2,48,10,8,37,2,3,26,107,2002,0
3,33,119,3,11,7,5,27,176,2011,1
2,7,22,3,25,1,4,24,60,2015,0
6,7,59,8,19,4,4,1,103,2010,0
14,15,111,5,10,6,5,4,161,2015,0
5,17,22,8,16,7,6,11,75,2021,0
9,13,37,2,13,1,6,18,75,2013,0
10,15,84,9,11,1,4,9,130,2007,0
13,30,84,9,12,2,2,2,150,2002,0
2,17,21,1,32,2,4,15,75,2001,0
7,16,69,7,25,5,5,22,129,2008,0
6,8,147,5,10,8,3,16,184,2005,0
3,2,61,10,32,2,5,8,110,2013,0
1,3,141,1,22,4,2,17,172,2004,0
10,12,83,8,30,2,1,18,145,2005,0
7,27,32,5,21,1,1,14,93,2014,0
3,29,148,10,30,9,6,4,229,2021,1
6,30,125,2,11,6,3,20,180,2007,0
9,34,28,9,9,3,3,14,92,2005,0
2,37,68,3,9,4,2,6,123,2010,0
7,46,91,9,25,5,4,3,183,2021,0
6,33,142,3,33,3,3,5,220,2005,1
11,15,99,5,6,2,3,10,138,2015,0
2,34,83,8,13,3,3,25,143,2017,0
4,36,103,3,27,2,6,5,175,2001,1
2,16,138,8,28,7,1,25,199,2008,1
4,22,127,2,24,5,6,17,184,2012,0
5,32,43,4,9,5,1,9,98,2005,0
4,2,148,7,9,8,7,8,178,2004,1
4,46,21,2,24,6,6,17,103,2010,0
1,10,30,2,5,7,3,14,55,2021,0
3,11,128,6,30,4,6,22,182,2018,0
2,23,48,9,38,8,6,11,128,2019,0
3,15,113,5,35,3,4,25,174,2004,1
11,7,83,1,17,8,1,7,127,2013,0
6,41,37,6,32,8,2,16,130,2009,0
7,15,57,8,25,1,1,13,113,2014,0
1,19,128,9,10,3,1,5,170,2015,0
13,3,84,8,26,1,3,4,135,2022,0
2,45,124,6,18,2,3,24,197,2015,1
9,14,108,2,11,7,6,16,151,2005,0
1,32,146,1,5,9,3,5,194,2009,1
9,28,144,5,31,3,7,5,220,2018,1
11,6,26,7,17,2,5,11,69,2015,0
2,45,74,8,16,6,6,11,151,2004,0
11,36,147,7,23,4,3,20,228,2007,1
12,36,125,9,26,1,4,10,209,2002,1
10,17,57,9,30,1,6,21,124,2006,0
5,9,59,4,19,1,4,21,97,2001,0
9,15,13,3,23,1,3,25,64,2020,0
3,24,35,7,4,5,2,27,78,2020,0
10,21,98,2,36,6,5,18,173,2009,0
1,33,38,2,39,6,7,8,119,2022,0
1,20,149,1,32,6,2,5,209,2015,1
11,1,33,3,15,8,4,27,71,2004,0
4,19,99,5,19,1,6,25,147,2017,0
15,46,131,7,10,5,7,2,214,2001,1
7,30,43,6,14,5,3,3,105,2018,0
4,36,118,6,7,7,7,14,178,2002,1
8,44,100,9,11,2,3,12,174,2021,1
15,9,36,8,28,2,7,6,98,2003,0
11,35,7,10,9,6,2,8,78,2022,0
8,24,61,10,27,6,4,26,136,2012,0
6,32,47,6,30,7,3,14,128,2005,0
9,24,108,4,20,9,1,18,174,2002,0
15,16,86,3,13,7,5,7,140,2013,0
7,14,3,6,29,7,7,9,66,2005,0
3,41,41,1,30,9,6,15,125,2006,0
14,35,73,9,8,6,2,15,145,2012,0
5,42,105,6,6,9,4,12,173,2004,0
15,34,130,10,20,2,7,12,211,2010,1
7,40,59,9,30,3,1,23,148,2010,0
7,7,150,10,30,3,7,1,207,2020,1
15,8,89,9,27,5,2,20,153,2019,1
5,10,24,5,23,2,1,5,69,2001,0
9,39,68,3,33,9,4,18,161,2022,1
6,2,65,8,19,4,2,3,104,2014,0
5,47,95,2,38,3,1,26,190,2006,1
9,14,147,8,22,4,5,6,204,2012,1
2,32,65,5,14,7,7,15,125,2004,0
15,5,77,6,21,1,1,21,125,2021,0
14,15,120,3,24,7,6,13,183,2009,1
1,2,19,5,31,8,5,24,66,2007,0
6,49,50,1,26,2,7,26,134,2009,0
2,7,26,4,35,5,2,13,79,2020,0
1,47,23,2,37,1,7,25,111,2003,0
8,3,15,5,36,8,5,14,75,2022,0
11,18,149,4,15,6,7,6,203,2019,1
12,12,133,10,6,9,5,3,182,2014,1
9,47,125,1,17,5,4,14,204,2018,1
2,14,28,10,38,1,5,5,93,2004,0
8,38,142,3,39,6,7,11,236,2008,1
8,17,133,5,39,6,5,17,208,2004,1
2,12,77,3,7,4,6,6,105,2018,0
7,42,55,7,6,6,5,13,123,2002,0
1,6,94,6,7,5,7,4,119,2008,0
2,14,90,5,37,9,7,8,157,2007,0
6,22,78,3,23,6,1,9,138,2012,0
4,36,4,2,28,3,7,8,77,2008,0
1,22,94,2,11,5,6,14,135,2017,0
6,21,65,4,33,4,5,16,133,2019,0
11,35,80,9,35,8,1,9,178,2020,1
7,38,46,7,34,7,5,4,139,2010,0
9,31,27,5,36,7,2,11,115,2022,0
2,35,140,8,39,2,2,18,226,2013,1
3,41,34,6,1,1,6,7,86,2016,0
9,36,24,4,36,8,4,27,117,2013,0
6,25,85,7,37,7,5,25,167,2005,1
6,28,7,7,18,3,7,7,69,2005,0
11,43,86,2,1,5,4,24,148,2007,0
9,23,86,10,14,4,7,5,146,2011,0
5,30,57,3,39,7,2,11,141,2020,0
11,8,4,4,15,2,1,5,44,2017,0
11,24,73,4,13,9,7,27,134,2022,0
9,21,73,5,20,7,1,19,135,2018,0
5,35,119,10,14,5,4,20,188,2002,0
14,20,44,6,15,8,6,12,107,2011,0
6,24,114,5,2,7,2,4,158,2013,0
13,11,14,10,3,4,7,16,55,2021,0
12,47,146,10,15,4,1,12,234,2001,1
1,44,84,8,6,1,2,10,144,2015,0
14,42,106,10,38,8,2,14,218,2015,1
12,40,126,9,28,7,4,4,222,2022,1
12,46,12,8,25,7,2,16,110,2009,0
12,18,147,7,19,8,1,16,211,2021,1
11,11,8,5,20,8,1,26,63,2002,0
6,14,96,2,9,4,5,2,131,2006,0
1,14,71,4,31,3,7,21,124,2013,0
13,13,67,2,36,9,2,7,140,2015,0
2,33,45,7,10,2,1,24,99,2020,0
15,12,85,2,31,5,6,4,150,2019,0
7,47,79,5,36,3,1,2,177,2004,0
14,44,14,3,15,9,2,23,99,2011,0
6,27,118,3,37,4,2,16,195,2013,1
8,28,97,7,9,7,7,14,156,2018,0
12,4,107,4,13,7,1,8,147,2015,0
2,14,56,2,8,3,4,27,85,2018,0
14,26,133,6,20,7,3,12,206,2002,1
11,9,80,1,39,5,3,17,145,2015,0
13,24,52,3,32,9,1,4,133,2009,0
5,9,4,3,38,6,6,7,65,2002,0
11,27,8,7,1,2,4,13,56,2003,0
11,12,128,3,8,3,6,14,165,2009,1
13,48,118,6,14,6,1,26,205,2015,1
3,1,96,5,27,3,4,9,135,2014,0
6,39,65,3,5,8,1,20,126,2004,0
9,30,36,1,5,6,7,20,87,2012,0
9,15,7,5,35,2,7,1,73,2019,0
11,36,21,8,3,8,2,13,87,2006,0
9,45,18,10,19,9,3,10,110,2020,0
3,49,86,5,18,6,2,25,167,2021,0
4,49,73,2,9,4,4,4,141,2017,0
8,3,134,3,3,8,7,3,159,2019,1
12,22,59,4,18,1,4,23,116,2015,0
13,34,36,9,23,5,7,6,120,2003,0
8,32,43,2,8,4,2,14,97,2010,0
11,15,150,5,4,5,3,9,190,2012,1
4,12,9,4,14,6,3,26,49,2005,0
15,40,123,1,16,8,4,23,203,2008,1
15,18,105,10,1,5,4,5,154,2002,0
12,3,127,8,23,1,7,24,174,2008,0
3,1,120,5,11,3,7,25,143,2001,0
9,30,50,2,39,8,4,12,138,2022,0
15,23,8,5,39,5,4,26,95,2015,0
1,3,35,4,1,3,4,4,47,2014,0
11,20,48,9,32,2,3,23,122,2014,0
13,36,131,3,19,5,6,3,207,2013,1
1,15,80,3,29,1,3,20,129,2019,0
1,10,48,5,11,4,2,18,79,2007,0
4,9,6,9,12,5,6,4,45,2008,0
13,40,20,6,12,3,3,10,94,2016,0
14,9,86,7,24,6,6,15,146,2009,0
1,14,4,8,9,3,6,14,39,2016,0
6,36,86,5,33,6,2,21,172,2010,1
5,46,131,1,23,4,6,8,210,2020,1
12,10,147,3,28,3,4,26,203,2007,1
10,12,115,7,18,8,3,13,170,2012,0
4,24,89,9,15,1,5,22,142,2017,0
15,27,42,7,5,6,1,10,102,2004,0
13,19,40,5,29,6,3,5,112,2017,0
5,43,127,7,5,8,6,8,195,2003,1
13,3,14,9,23,1,3,6,63,2002,0
9,27,130,3,1,5,2,23,175,2018,1
5,1,131,7,8,2,4,21,154,2013,0
3,20,81,4,35,4,4,11,147,2022,0
11,49,51,3,35,9,3,5,158,2022,1
7,4,12,10,30,8,3,24,71,2017,0
3,35,98,7,3,4,1,2,150,2008,0
9,40,37,4,13,7,4,25,110,2007,0
14,32,3,9,15,8,7,17,81,2001,0
3,7,120,2,9,5,3,12,146,2011,0
14,9,116,5,26,2,3,9,172,2006,0
14,28,58,8,14,4,7,17,126,2018,0
7,42,66,2,10,1,6,6,128,2008,0
15,2,137,8,3,2,7,24,167,2002,1
10,24,117,1,16,2,4,13,170,2008,0
12,4,54,3,18,2,7,14,93,2022,0
9,17,52,10,23,5,5,12,116,2016,0
6,22,21,7,33,8,6,8,97,2020,0
1,7,139,2,2,9,6,16,160,2019,0
4,24,48,2,21,6,2,16,105,2006,0
9,29,103,8,23,9,5,17,181,2010,1
4,6,80,8,29,7,7,23,134,2010,0
11,17,93,3,2,7,3,4,133,2004,0
10,11,24,6,12,1,6,9,64,2019,0
14,32,76,4,4,2,1,16,132,2015,0
11,14,29,10,34,6,6,10,104,2012,0
4,37,41,5,8,5,6,11,100,2018,0
4,24,113,1,8,7,1,23,157,2022,0
6,3,35,9,13,9,5,18,75,2005,0
9,8,31,8,29,4,1,15,89,2016,0
14,13,85,9,17,6,4,10,144,2004,0
12,24,53,1,3,2,5,8,95,2013,0
15,41,46,9,19,9,7,4,139,2018,0
1,49,118,4,18,9,3,27,199,2005,1
2,41,144,6,4,4,2,11,201,2017,1
4,20,107,1,30,7,4,6,169,2006,0
5,14,11,2,29,4,5,19,65,2005,0
7,38,15,10,13,3,5,7,86,2019,0
15,19,42,2,35,7,7,21,120,2021,0
9,41,87,5,33,6,2,4,181,2003,1
9,26,120,1,5,2,7,13,163,2010,0
13,20,62,8,6,9,4,23,118,2015,0
13,24,133,7,11,1,2,16,189,2001,1
2,2,99,9,5,6,4,19,123,2013,0
14,1,72,1,21,2,4,8,111,2010,0
2,33,121,7,10,2,1,15,175,2016,1
1,14,6,10,13,3,7,13,47,2017,0
13,47,137,1,2,7,3,18,207,2021,1
12,28,108,9,34,4,2,12,195,2005,1
5,42,30,6,19,4,6,15,106,2010,0
2,27,93,7,5,3,6,16,137,2008,0
4,9,22,6,10,8,4,19,59,2004,0
13,24,63,1,31,1,1,19,133,2019,0
1,37,91,10,2,3,3,11,144,2001,0
12,30,57,7,5,8,6,25,119,2014,0
11,21,101,8,39,8,4,7,188,2002,1
15,35,107,4,2,8,3,7,171,2015,0
1,37,49,3,6,5,5,10,101,2019,0
15,3,106,3,10,9,7,1,146,2012,0
2,36,120,1,33,8,6,20,200,2014,1
9,35,21,3,12,7,7,12,87,2018,0
8,13,91,1,7,4,1,3,124,2012,0
12,13,92,4,21,7,2,15,149,2010,0
9,17,86,3,29,5,5,22,149,2022,1
6,4,121,6,9,1,1,13,147,2016,0
1,11,102,1,15,7,5,7,137,2006,0
6,1,115,4,15,7,2,18,148,2007,0
13,30,65,5,18,4,1,16,135,2016,0
14,29,130,1,28,3,3,16,205,2011,1
8,44,116,2,9,2,4,27,181,2021,1
8,19,114,6,29,3,6,18,179,2021,1
5,22,91,5,1,6,1,5,130,2003,0
8,37,10,5,26,4,7,21,90,2005,0
6,30,125,2,18,8,7,8,189,2017,1
9,28,47,5,12,9,7,15,110,2012,0
11,33,78,4,20,6,4,2,152,2003,0
13,24,23,3,17,3,6,23,83,2004,0
2,8,10,7,23,3,2,17,53,2005,0
2,48,47,2,27,4,2,6,130,2002,0
5,28,78,2,2,3,3,24,118,2013,0
6,19,114,10,21,3,5,11,173,2014,1
8,22,108,7,35,4,1,7,184,2002,1
12,14,7,10,13,8,7,6,64,2014,0
13,34,30,9,3,4,4,25,93,2008,0
9,28,127,3,34,9,1,24,210,2014,1
13,10,10,7,34,1,7,16,75,2009,0
1,43,134,2,31,8,3,27,219,2014,1
8,46,65,8,23,2,5,16,152,2013,0
15,31,108,3,12,6,1,18,175,2021,0
14,4,129,9,27,3,6,17,186,2013,0
12,35,53,2,27,1,1,11,130,2006,0
3,11,2,1,36,1,2,21,54,2022,0
5,14,73,1,31,9,1,18,133,2006,0
8,15,142,5,9,4,7,2,183,2004,1
9,37,10,3,38,8,7,11,105,2020,0
4,30,1,10,12,6,6,11,63,2006,0
11,34,30,5,24,1,5,11,105,2020,0
14,43,143,1,28,6,4,8,235,2001,1
2,15,8,8,14,5,4,5,52,2011,0
12,23,53,2,37,6,4,5,133,2010,0
14,41,79,4,4,3,4,27,145,2001,0
8,31,8,7,29,5,1,12,88,2007,0
8,19,47,1,30,7,7,15,112,2015,0
6,12,88,4,11,3,5,14,124,2019,0
8,20,98,4,28,2,3,22,160,2021,1
12,16,88,9,32,1,5,27,158,2017,0
1,3,109,2,31,3,4,14,149,2016,0
11,27,118,2,17,9,1,9,184,2006,1
8,38,76,10,3,8,7,10,143,2003,0
3,16,85,10,27,3,5,6,144,2008,0
2,3,5,8,3,5,7,9,26,2021,0
1,28,112,7,14,6,6,27,168,2002,1
10,47,61,9,29,1,4,25,157,2016,1
15,49,34,4,20,8,5,15,130,2021,0
14,27,77,4,31,9,7,8,162,2017,1
12,5,122,8,3,2,1,26,152,2010,0
9,31,23,6,31,8,6,17,108,2020,0
13,15,32,9,19,5,1,25,93,2021,0
12,19,109,1,18,4,1,5,163,2010,0
13,10,135,3,29,7,2,15,197,2004,1
1,30,42,3,9,7,6,1,92,2018,0
12,19,61,4,4,9,7,8,109,2001,0
9,36,115,9,37,9,1,23,215,2011,1
14,48,134,5,33,6,3,22,240,2018,1
13,8,97,4,17,7,5,15,146,2018,0
2,47,131,9,1,2,7,22,192,2011,1
7,12,67,5,36,8,5,25,135,2009,0
15,49,27,9,34,8,7,13,142,2017,0
11,21,146,7,15,3,6,20,203,2016,1
10,4,32,1,4,6,1,27,57,2015,0
15,47,58,4,23,7,4,12,154,2021,0
12,40,24,4,10,5,1,3,95,2001,0
9,8,63,1,31,2,3,12,114,2003,0
5,20,121,2,7,3,6,15,158,2022,0
1,27,91,4,3,5,2,12,131,2006,0
7,3,143,6,34,1,1,3,194,2019,1
8,11,133,4,4,1,2,13,161,2019,1
5,22,118,5,2,2,5,11,154,2008,0
13,47,118,9,22,8,5,5,217,2007,1
4,19,11,10,7,7,3,12,58,2003,0
4,24,80,10,18,9,5,13,145,2021,0
4,17,47,5,4,3,7,3,80,2009,0
2,7,120,5,34,7,2,15,175,2015,0
1,1,143,8,14,7,3,3,174,2014,1
13,37,83,10,27,8,4,25,178,2017,0
11,26,74,8,12,5,1,6,136,2006,0
7,41,65,7,2,2,2,20,124,2019,0
11,8,117,6,28,9,2,14,179,2013,0
2,49,49,2,2,8,4,10,112,2009,0
3,7,134,1,20,9,2,19,174,2014,1
9,23,121,4,12,8,4,21,177,2009,0
1,23,20,2,6,3,2,4,55,2001,0
14,5,132,1,14,8,6,24,174,2018,0
14,12,65,6,3,2,3,13,102,2008,0
11,44,91,10,4,2,1,15,162,2002,0
6,12,70,10,38,8,4,19,144,2010,0
12,27,12,7,39,6,2,17,103,2005,0
15,4,84,10,29,3,1,15,145,2014,0
7,46,40,8,16,2,3,3,119,2017,0
6,11,125,4,23,5,7,9,174,2018,1
15,18,1,2,35,3,6,3,74,2004,0
15,10,110,10,25,1,7,9,171,2020,0
5,48,83,9,34,5,7,7,184,2013,1
7,11,68,2,36,9,3,21,133,2016,0
10,15,67,9,10,3,7,23,114,2005,0
2,21,43,2,25,4,7,22,97,2019,0
8,17,89,10,17,1,2,6,142,2001,0
1,2,137,5,28,6,3,18,179,2008,1
13,29,67,2,14,6,4,22,131,2003,0
3,4,87,5,31,7,6,16,137,2001,0
15,49,83,5,25,6,1,24,183,2013,0
7,42,27,7,9,6,3,26,98,2016,0
2,16,69,10,23,3,3,7,123,2016,0
10,16,123,10,20,2,7,10,181,2007,0
10,23,78,1,25,4,6,11,141,2002,0
2,42,5,6,27,5,5,22,87,2016,0
9,21,133,2,19,5,6,13,189,2022,1
6,44,8,2,33,5,7,10,98,2012,0
1,31,28,2,19,4,1,1,85,2012,0
3,21,3,9,14,7,7,23,57,2014,0
5,3,80,2,35,5,7,24,130,2002,0
5,32,109,5,6,8,2,4,165,2019,0
5,18,106,7,16,7,5,2,159,2020,0
6,2,36,2,37,4,6,13,87,2016,0
15,37,88,5,2,3,2,11,150,2013,0
3,33,135,6,16,3,5,1,196,2010,1
14,47,93,8,13,9,4,13,184,2009,1
12,27,127,2,36,9,3,6,213,2008,1
8,9,89,5,24,4,5,2,139,2003,0
13,15,25,5,9,2,4,10,69,2018,0
10,37,55,1,16,3,7,25,122,2003,0
7,4,103,1,21,2,4,9,138,2018,0
5,2,23,3,10,1,3,6,44,2004,0
6,32,47,6,22,4,4,14,117,2010,0
12,5,97,4,13,7,4,26,138,2003,0
5,37,150,7,23,9,7,8,231,2022,1
4,46,134,9,24,9,4,22,226,2015,1
8,2,37,4,35,5,7,13,91,2009,0
15,12,136,9,19,9,7,11,200,2010,1
6,11,150,3,20,6,4,21,196,2005,1
15,31,94,10,4,4,7,8,158,2014,0
8,47,119,10,7,6,6,12,197,2008,1
11,28,137,8,21,1,4,4,206,2016,1
9,6,56,4,31,9,1,20,115,2022,0
2,24,107,8,20,9,5,9,170,2002,0
8,44,106,1,21,2,6,17,182,2017,1
14,28,15,1,28,6,3,1,92,2020,0
8,18,20,8,11,3,7,14,68,2019,0
1,34,126,3,18,7,1,15,189,2016,1
2,14,79,5,16,4,1,16,120,2022,0
5,35,73,10,1,6,1,5,130,2012,0
3,28,13,10,3,2,7,7,59,2018,0
3,11,22,2,22,4,5,6,64,2010,0
11,26,61,4,23,2,7,8,127,2016,0
10,37,27,3,26,2,7,4,105,2002,0
11,14,127,7,18,5,7,19,182,2020,1
9,44,87,4,6,2,4,22,152,2005,0
7,13,23,8,37,7,6,4,95,2022,0
10,18,100,7,14,3,3,24,152,2015,0
13,28,60,2,18,4,1,25,125,2005,0
8,30,58,4,6,1,1,16,107,2010,0
10,40,24,2,28,7,5,25,111,2004,0
12,29,1,1,6,2,1,23,51,2002,0
6,5,118,9,21,7,5,5,166,2010,0
8,48,150,3,4,9,7,26,222,2020,1
1,36,138,10,12,2,5,12,199,2018,1
11,3,14,3,38,7,5,15,76,2012,0
15,32,14,8,2,8,5,12,79,2013,0
8,3,70,3,39,7,2,21,130,2019,0
6,18,5,1,37,5,3,3,72,2003,0
1,28,17,9,14,8,3,18,77,2013,0
1,42,139,7,8,1,6,25,198,2018,1
3,35,97,1,15,9,6,26,160,2015,1
4,11,18,7,35,3,4,22,78,2018,0
2,36,102,3,22,7,1,7,172,2016,0
13,28,25,10,26,9,3,14,111,2020,0
3,27,93,2,18,6,1,23,149,2018,0
9,29,60,4,25,5,4,26,132,2001,0
11,13,98,4,7,8,6,6,141,2008,0
11,41,122,1,4,5,2,11,184,2002,1
7,35,118,5,10,1,2,13,176,2003,0
12,33,106,6,20,8,5,18,185,2020,1
4,33,78,2,24,5,1,8,146,2008,1
5,32,11,1,18,3,6,11,70,2004,0
14,40,67,8,2,8,1,15,139,2003,0
1,2,138,5,20,2,1,23,168,2005,0
1,44,94,9,38,1,6,16,187,2007,1
14,29,88,6,3,2,2,25,142,2015,0
4,23,24,1,23,2,5,15,77,2022,0
3,16,148,10,18,5,4,22,200,2012,1
15,41,91,10,27,2,6,24,186,2004,1
6,38,42,1,13,2,2,17,102,2003,0
2,40,63,8,26,6,5,9,145,2014,0
13,46,54,3,26,7,5,5,149,2015,0
8,18,112,9,8,2,4,16,157,2008,0
3,34,50,9,21,1,7,26,118,2011,0
1,10,98,6,24,3,3,12,142,2015,0
9,16,38,6,28,9,2,25,106,2014,0
6,16,23,6,25,4,4,23,80,2021,0
12,14,32,10,2,7,3,1,77,2010,0
3,27,99,6,27,1,5,15,163,2007,1
1,8,13,2,29,2,3,15,55,2018,0
9,28,62,2,22,5,7,27,128,2007,0
6,7,150,8,18,5,2,8,194,2013,1
11,18,134,1,26,1,2,8,191,2020,0
7,15,17,4,12,3,5,26,58,2007,0
14,34,143,8,4,9,3,18,212,2014,1
1,26,20,7,31,3,7,27,88,2004,0
9,23,110,10,32,4,3,6,188,2022,1
7,25,6,6,21,3,7,3,68,2003,0
14,26,10,2,25,9,4,5,86,2001,0
7,38,106,6,39,1,4,8,197,2021,1
2,46,70,5,29,1,2,27,153,2018,0
9,42,104,2,12,6,7,3,175,2020,1
10,2,123,4,31,9,4,17,179,2017,1
1,16,19,1,9,4,7,17,50,2008,0
10,42,67,2,23,6,3,26,150,2007,0
8,14,1,6,16,6,7,25,51,2013,0
15,26,36,6,10,5,2,25,98,2012,0
5,16,31,1,19,1,1,9,73,2002,0
8,16,15,4,36,4,3,20,83,2002,0
10,17,27,5,36,7,5,17,102,2004,0
2,26,69,1,18,9,6,14,125,2011,0
13,45,17,5,34,1,7,12,115,2014,0
5,41,34,7,22,1,1,22,110,2008,0
14,29,30,6,1,9,4,11,89,2010,0
2,16,7,3,29,2,7,6,59,2014,0
5,43,109,6,22,5,6,23,190,2007,0
1,21,118,10,39,7,6,14,196,2009,1
14,36,69,2,23,8,7,3,152,2007,1
12,37,41,6,30,3,2,7,129,2011,0
9,20,116,7,13,4,4,4,169,2011,0
12,8,52,1,10,6,5,19,89,2012,0
2,17,6,5,5,3,1,7,38,2006,0
9,28,108,2,1,3,5,6,151,2010,0
15,7,112,8,32,7,1,25,181,2004,1
8,42,120,2,12,9,5,12,193,2012,1
11,29,73,9,1,6,5,23,129,2009,0
5,4,95,5,15,4,2,20,128,2017,0
10,48,118,7,31,8,7,3,222,2021,1
13,14,47,7,17,7,1,20,105,2014,0
2,6,118,3,30,1,6,22,160,2011,1
1,13,11,2,38,1,5,8,66,2019,0
6,10,7,3,35,5,5,13,66,2022,0
5,16,30,8,26,1,5,4,86,2015,0
6,2,56,9,16,1,3,19,90,2014,0
14,2,106,4,8,5,4,18,139,2017,0
1,17,47,10,30,6,7,6,111,2010,0
1,42,2,1,20,4,6,11,70,2006,0
6,7,122,4,14,2,5,25,155,2018,0
7,28,104,2,33,1,3,26,175,2016,0
1,1,94,4,22,1,6,22,123,2018,0
7,36,66,10,39,6,7,20,164,2020,1
15,28,120,2,30,1,1,1,196,2005,1
7,47,43,9,12,7,5,2,125,2019,0
13,41,91,8,36,1,5,3,190,2018,1
1,22,93,7,16,1,5,16,140,2014,0
13,31,103,1,28,1,1,22,177,2019,1
14,41,115,1,2,8,7,27,181,2010,1
7,1,29,8,32,3,3,22,80,2007,0
8,27,69,1,10,7,5,3,122,2015,0
12,9,136,6,17,9,2,18,189,2009,1
7,36,100,10,15,6,6,22,174,2012,0
14,41,51,9,22,8,4,12,145,2017,0
6,35,49,4,25,1,2,9,120,2021,0
13,7,131,7,11,5,4,6,174,2021,1
1,39,41,4,30,1,3,24,116,2006,0
13,9,55,7,11,4,2,6,99,2007,0
2,14,143,1,32,3,2,24,195,2019,1
3,7,19,5,21,5,1,27,60,2017,0
4,33,20,9,3,3,5,25,72,2020,0
13,15,77,9,1,1,7,9,116,2012,0
8,29,68,3,24,3,1,20,135,2013,0
12,18,133,3,37,7,5,1,210,2004,1
11,15,89,1,33,1,4,19,150,2013,0
15,45,62,9,10,5,2,7,146,2003,0
13,6,145,2,29,8,6,5,203,2010,1
4,5,123,9,11,9,6,5,161,2001,0
8,6,50,7,31,4,3,24,106,2018,0
6,29,29,2,7,1,6,22,74,2020,0
10,43,66,2,14,6,5,8,141,2002,0
6,43,1,7,37,7,3,21,101,2019,0
14,35,52,6,24,8,5,27,139,2013,0
4,48,77,4,19,1,5,17,153,2001,1
15,8,46,4,12,9,2,18,94,2016,0
14,38,65,9,33,9,4,23,168,2012,0
9,28,22,9,8,4,7,15,80,2004,0
9,37,137,7,20,7,3,1,217,2008,1
3,38,96,3,38,5,1,27,183,2014,1
10,36,132,9,34,2,3,12,223,2005,1
4,45,142,9,38,5,3,22,243,2007,1
4,41,133,10,5,2,6,14,195,2001,1
13,10,23,1,4,4,1,20,55,2016,0
9,19,100,10,31,1,2,3,170,2015,0
13,26,119,8,10,3,1,22,179,2015,0
15,6,21,4,30,2,2,20,78,2002,0
8,11,47,5,36,8,5,3,115,2008,0
10,32,94,1,23,4,6,3,164,2006,0
15,10,48,9,21,2,5,19,105,2017,0
14,16,13,10,6,4,1,27,63,2008,0
14,36,141,1,6,8,3,7,206,2016,1
11,19,112,4,19,5,6,24,170,2007,0
14,47,46,10,26,8,3,18,151,2019,0
2,16,141,3,12,8,4,23,182,2012,0
10,36,123,10,16,2,5,27,197,2020,1
2,36,115,9,5,2,4,8,169,2013,0
11,29,81,7,7,9,1,1,144,2018,0
10,13,57,8,8,4,5,23,100,2013,0
14,47,100,9,25,4,5,27,199,2012,1
2,14,118,3,39,5,1,6,181,2013,0
2,35,74,8,19,3,5,6,141,2014,0
14,33,74,9,25,6,1,7,161,2015,0
1,12,147,7,19,6,5,16,192,2015,1
13,16,15,9,10,6,4,1,69,2003,0
11,38,92,3,28,8,3,20,180,2006,1
7,46,108,2,27,3,4,10,193,2020,1
9,37,58,10,27,5,2,1,146,2007,0
8,38,109,3,37,3,5,17,198,2008,1
10,28,109,10,12,1,6,10,170,2008,0
4,6,93,7,16,2,2,27,128,2005,0
3,25,124,2,8,6,4,11,168,2010,0
1,37,108,2,39,9,7,4,196,2016,1
3,34,42,1,31,2,4,19,113,2017,0
5,20,2,10,25,3,5,1,65,2004,0
5,41,34,7,1,5,5,15,93,2018,0
3,45,2,9,35,5,3,21,99,2018,0
10,11,31,4,29,5,7,19,90,2011,0
12,23,108,10,16,9,6,25,178,2007,1
4,38,96,4,17,4,7,11,163,2012,0
5,29,141,4,17,1,2,9,197,2008,1
13,21,113,7,13,2,1,20,169,2020,0
7,11,35,9,38,4,6,15,104,2009,0
14,21,63,2,25,4,5,12,129,2011,0
9,4,94,6,17,1,3,17,131,2002,0
5,36,74,2,2,1,5,27,120,2010,0
7,12,62,3,9,7,2,11,100,2006,0
4,48,66,2,30,7,5,8,157,2001,0
11,36,99,7,2,4,5,20,159,2004,1
1,10,10,6,31,9,5,27,67,2002,0
10,28,129,2,35,6,4,24,210,2010,1
14,21,84,6,8,2,7,21,135,2019,0
11,34,141,7,29,2,5,9,224,2010,1
15,47,80,2,20,3,7,8,167,2011,0
9,6,40,4,36,4,7,7,99,2005,0
12,46,34,7,17,8,7,25,124,2010,0
2,32,133,2,8,5,4,22,182,2013,1
13,5,65,2,37,5,1,15,127,2005,0
12,10,76,10,31,9,1,22,148,2005,0
11,19,7,2,14,9,6,23,62,2014,0
9,3,54,5,31,3,7,10,105,2018,0
5,8,70,3,2,9,4,21,97,2015,0
11,37,88,5,36,7,4,16,184,2022,1
8,31,68,5,11,4,3,6,127,2006,0
10,42,88,1,12,2,4,11,155,2009,1
7,15,101,8,6,3,7,10,140,2004,0
